school_id_A,school_id_B,extracted_school_name_A,school_name_A,school_name_B,address_from_B,Match_Type
26629,72616,Kalikarjuna Pravi,कालिकार्जुन प्रावि दार्चुला,Malikarjun Avi,"Ratisaini, Shailyashikhar Municipality, Darchula, Sudurpashchim Province",Matched with old school name1 of B
17489,72613,Malikarjuna Avi,मालिकार्जुन आवि लास सनेत मालिकार्जुन दार्चुला,Malikarjun Avi,"Egarbhage, Naugad Rural Municipality, Darchula, Sudurpashchim Province",Matched with school name of B
6414,72634,Malikarjuna Mavi,मालिकार्जुन मावि मिलमिली दार्चुला,Malikarjun Mavi Agar,"Drachula, Shailyashikhar Municipality, Darchula, Sudurpashchim Province",Matched with school name of B
5133,72633,Malikarjuna Mavi,मालिकार्जुन मावि दार्चुला,Malikarjun Mavi Mad,"Darchula, Malikarjun Rural Municipality, Darchula, Sudurpashchim Province",Matched with school name of B
7254,72632,Malikarjuna Mavi,मालिकार्जुन मावि मड दार्चुला,Malikarjun Mavi Teligaun,"Lekam, Lekam Rural Municipality, Darchula, Sudurpashchim Province",Matched with old school name1 of B
28066,13815,Mali~Ngeni Pravi,मालिङ्गेनी प्रावि ताप्लेजुङ,Malingeni Avi,"Malingeni, Maiwakhola Rural Municipality, Taplejung, Koshi Province",Matched with old school name1 of B
10692,53602,Malamaladevi Mavi,मलमलादेवी मावि सैनामैना रुपन्देही,Malmaladevi Mavi,"Gadhawa, Sainamaina Municipality, Rupandehi, Lumbini Province",Matched with school name of B
14073,13816,Maluma Avi,मालुम आवि मालुम सुर्योदय न पा इलाम,Malum Avi,"SURYODAYA, Suryodaya Municipality, Ilam, Koshi Province",Matched with school name of B
7344,13820,Mamkha Mavi,माम्खा मावि माम्खा ओखलढुंगा,Mamkha Mavi,"Mamakha, Chisankhugadhi Rural Municipality, Okhaldhunga, Koshi Province",Matched with school name of B
9596,34021,Manasimha Dharma Mavi,मानसिंह धर्म मावि काठमाण्डौ,Man Singh Dharma Mavi,"Tarakeshwor- Manamaiju, Tarakeshwor Municipality, Kathmandu, Bagamati Province",Matched with school name of B
15758,42567,Milana Avi,मिलन आवि स्याङ्जा,Mana Avi,"Harinas Gaun Palika -4, Syangja, Harinas Rural Municipality, Syangja, Gandaki Province",Matched with school name of B
16699,13823,Manabhara Pravi,मानभरा प्रावि ताप्लेजुङ,Manabhara Avi,"Bhotegaun, Mikwakhola Rural Municipality, Taplejung, Koshi Province",Matched with old school name1 of B
3665,42568,Manohari Pravi,मनोहरी प्रावि लम्जुङ,Manahari Pravi,"Forjung, Dordi Rural Municipality, Lamjung, Gandaki Province",Matched with school name of B
27279,13829,Manakamana Avi,मनकामना आवि केपिलासगढी खोटाङ,Manakamana Avi,"Baspani, Kepilasagadhi Rural Municipality, Khotang, Koshi Province",Matched with school name of B
21332,13827,Manokamana Pravi,मनोकामना प्रावि इलाम,Manakamana Avi,"Metalung, Phakphokthum Rural Municipality, Ilam, Koshi Province",Matched with old school name1 of B
2360,34029,Manakamana Avi,मनकामना आवि निलकण्ठ धादिङ,Manakamana Avi,"Baigau, Galchhi Rural Municipality, Dhading, Bagamati Province",Matched with school name of B
9860,34028,Manakamana Pravi,मनकामना प्रावि कटुञ्जे रसुवा,Manakamana Avi,"kalika Rural Municipality, Kalika Rural Municipality, Rasuwa, Bagamati Province",Matched with old school name2 of B
29446,42569,Manakamana Avi,मनकामना आवि विरुवा गा पा स्याङ्जा,Manakamana Avi,"Chapakot - 6, Sankhar, Tangle, Chapakot Municipality, Syangja, Gandaki Province",Matched with school name of B
18943,34027,Manakamana Avi,मनकामना आवि काठमाडौ,Manakamana Avi,"Phulchowk, Dakshinkali Municipality, Kathmandu, Bagamati Province",Matched with school name of B
5360,34026,Manakamana Avi,मनकामना आवि मन्थली न पा रामेछाप,Manakamana Avi,"Dhule, Khandadevi Rural Municipality, Ramechhap, Bagamati Province",Matched with school name of B
21470,34033,Manakamana Devi Nimavi,मनकामना देवी निमावि धादिङ,Manakamana Devi Avi,"Neelakantha, Neelakantha Municipality, Dhading, Bagamati Province",Matched with old school name1 of B
5438,72642,Manakamana Devi Mavi,मनकामना देवी मावि सेरा अछाम,Manakamana Devi Mavi,"Jaama, Kamalbazar Municipality, Achham, Sudurpashchim Province",Matched with school name of B
25071,34036,Manakamana Mavi,मनकामना मावि नाटिला गेलु रामेछाप,Manakamana Mavi,"Natila, Manthali Municipality, Ramechhap, Bagamati Province",Matched with school name of B
17215,72646,Manakamana Mavi,मनकामना मावि बलाता अछाम,Manakamana Mavi,"Balata, Dhakari Rural Municipality, Achham, Sudurpashchim Province",Matched with school name of B
16081,42584,Manakamana Mavi,मनकामना मावि मनकामना गोरखा,Manakamana Mavi,"Shahid Lakhan RM, Shahid Lakhan Rural Municipality, Gorkha, Gandaki Province",Matched with school name of B
1348,34046,Manakamana Avi,मनकामना आवि कुसुमटार मकवानपुर,Manakamana Mavi,"Kushumtar, Makawanpurgadhi Rural Municipality, Makwanpur, Bagamati Province",Matched with old school name1 of B
5223,53617,Manakamana Mavi,मनकामना मावि बलभद्रपुर खजुरा गा पा बाँके,Manakamana Mavi,"Balbhadrapur, Khajura Rural Municipality, Banke, Lumbini Province",Matched with school name of B
10236,13831,Manakamana Mavi,मनकामना मावि बोक्स ओखलढुगा,Manakamana Mavi Waksa,"Manebhanjyang, Manebhanjyang Rural Municipality, Okhaldhunga, Koshi Province",Matched with old school name1 of B
4424,42578,Manakamana Pravi,मनकामना प्रावि नौथर लामीडाँडा लमजुङ,Manakamana Pravi,"Lamidanda, Dordi Rural Municipality, Lamjung, Gandaki Province",Matched with school name of B
21959,42579,Manakamana Pravi,मनकामना प्रावि लमजुङ,Manakamana Pravi,"Sundarbazar, Sundarbazar Municipality, Lamjung, Gandaki Province",Matched with school name of B
4364,42577,Manakamana Pravi,मनकामना प्रावि चक्रतीर्थ लमजुङ,Manakamana Pravi,"Sundarbazar, Sundarbazar Municipality, Lamjung, Gandaki Province",Matched with school name of B
21972,42582,Manakamana Pravi,मनकामना प्रावि लम्जुङ,Manakamana Pravi,"BHOHORA GHAU, Rainas Municipality, Lamjung, Gandaki Province",Matched with school name of B
13640,34042,Manakamana Pravi,मनकामना प्रावि किस्पाङ नुवाकोट,Manakamana Pravi,"Bisaune Choutara, Kispang Rural Municipality, Nuwakot, Bagamati Province",Matched with school name of B
4045,34038,Manakamana Pravi,मनकामना प्रावि दोलखा,Manakamana Pravi,"Putung, Kalinchok Rural Municipality, Dolakha, Bagamati Province",Matched with school name of B
29560,53615,Manakamana Pravi,मनकामना प्रावि गुल्मी,Manakamana Pravi,"Isma R.M.-4,Khuga,Gulmi, Isma Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
6327,53613,Manakamana Pravi,मनकामना प्रावि विरकोट पाल्पा,Manakamana Pravi,"Majhakot, Purbakhola Rural Municipality, Palpa, Lumbini Province",Matched with school name of B
1392,53612,Manakamana Pravi,मनकामना प्रावि दोहोली गुल्मी,Manakamana Pravi,"Malika 1, Malika Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
20540,34037,Manakamana Pravi,मनकामना प्रावि जरायोटार सिन्धुली,Manakamana Pravi,"Jakhauli, Hariharpurgadhi Rural Municipality, Sindhuli, Bagamati Province",Matched with school name of B
27886,42583,Manakamana Pravi,मनकामना प्रावि तनहुँ,Manakamana Pravi,"Vyas, Vyas Municipality, Tanahun, Gandaki Province",Matched with school name of B
5689,34041,Manakamana Pravi,मनकामना प्रावि नुवाकोट,Manakamana Pravi,"Balamigoun, Kakani Rural Municipality, Nuwakot, Bagamati Province",Matched with school name of B
12268,53614,Manakamana Pravi,मनकामना प्रावि सिलुवा पाल्पा,Manakamana Pravi,"Rainadevi Chhahara Gaunpalika, Rainadevi Chhahara Rural Municipality, Palpa, Lumbini Province",Matched with school name of B
21581,13832,Manakamana Pravi,मनकामना प्रावि संखुवासभा,Manakamana Pravi Kattike,"Kattike, Khandbari Municipality, Sankhuwasabha, Koshi Province",Matched with old school name1 of B
14285,13834,Manakamana Ratna Amvika Mavi,मनकामना रत्न अम्विका मावि खाँदबारी सङखुवासभा,Manakamana Ratna Ambika Mavi,"Tumlingtar, Khandbari Municipality, Sankhuwasabha, Koshi Province",Matched with school name of B
15233,72647,Manakota Mavi,मानाकोट मावि बाजुरा,Manakot Mavi,"Gaumul, Gaumul Rural Municipality, Bajura, Sudurpashchim Province",Matched with school name of B
20144,34047,Manamaiju Mavi,मनमैजु मावि तारकेश्वर न पा काठमाडौंं,Manamaiju Mavi,"Manamaiju, Tarakeshwor Municipality, Kathmandu, Bagamati Province",Matched with school name of B
2842,34051,Manarupi Mavi,मनरुपी मावि नीलकण्ठ न पा धादिङ,Manarupee Mavi,"Neelakantha, Neelakantha Municipality, Dhading, Bagamati Province",Matched with school name of B
16082,42589,Manashalu Indreni Pravi,मनाशलु इन्द्रेणी प्रावि गोरखा,Manaslu Indreni Pravi,"Namrung, Chumanuwari Rural Municipality, Gorkha, Gandaki Province",Matched with school name of B
17213,72648,Mandakini Avi,मन्दाकिनी आवि अछाम,Mandakini Avi,"Shantada Kalapani, Ramaroshan Rural Municipality, Achham, Sudurpashchim Province",Matched with school name of B
11019,34057,Mandaladevi Pravi,मण्डलदेवी प्रावि मकवानपुर,Mandal Devi Pravi,"Mandu, Bhimphedi Rural Municipality, Makwanpur, Bagamati Province",Matched with school name of B
28049,42591,Mandali Avi,मण्डली आवि मंगला म्याग्दी,Mandali Avi,"Annapurna, Annapurna Rural Municipality, Myagdi, Gandaki Province",Matched with school name of B
25179,42590,Mandali Avi,मण्डली आवि हिस्तान म्याग्दी,Mandali Avi,"Mangala, Mangala Rural Municipality, Myagdi, Gandaki Province",Matched with school name of B
6378,34060,Mandali Devi Pravi,मण्डली देवि प्रावि काभ्रेपलान्चोक,Mandali Devi Pravi,"Kuttal, Dhulikhel Municipality, Kavrepalanchok, Bagamati Province",Matched with school name of B
2125,34061,Mandali Mavi,मण्डली मावि धादिङ,Mandali Mavi,"Gangajamuna, Gangjamuna Rural Municipality, Dhading, Bagamati Province",Matched with school name of B
12973,53619,Mandali Mavi,मण्डली मावि तानसेन पाल्पा,Mandali Mavi,"Tansen, Tansen Municipality, Palpa, Lumbini Province",Matched with school name of B
16106,42596,Mandali Mavi,मण्डली मावि छोप्राक गोरखा,Mandali Mavi,"Siranchok, Siranchowk Rural Municipality, Gorkha, Gandaki Province",Matched with school name of B
17159,42592,Mandali Pravi,मण्डली प्रावि आरुआर्वाङ गोर्खा,Mandali Pravi,"Kodthok, Shahid Lakhan Rural Municipality, Gorkha, Gandaki Province",Matched with school name of B
10700,42595,Mandali Pravi,मण्डली प्रावि पर्बत,Mandali Pravi,"Paiyun 7 Parbat, Paiyun Rural Municipality, Parbat, Gandaki Province",Matched with school name of B
4357,42594,Mandali Pravi,मण्डली प्रावि लम्जुङ,Mandali Pravi,"Waksara, Dordi Rural Municipality, Lamjung, Gandaki Province",Matched with school name of B
