school_id_A,school_id_B,Potential_School_Name_transliterated,modified_name_transliterated,district,district_A,Fuzzy_match_score,Match_Type
1543,11934,khumaju~na ma vi,him ganga ma vi,solukhumbu,solukhumbu,2.0,"District: complete, School level: complete, Root name: partial"
1544,1166,lakshmi ma vi,amity ma vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1563,1166,lakshmi ma vi,amity ma vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1547,642,shamkaradeva pra vi,amar pra vi,jajarkot,jajarkot,2.0,"District: complete, School level: complete, Root name: partial"
1551,15042,shri pra vi,rastriya pra vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1512,7204,malika ni ma via vi,bal bikash a via,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1509,7808,chanuka.nda ni ma via vi,chandeshwori basic level vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1594,7918,durgalakshmi ma vi,darakh ma vi,kailali,kailali,2.0,"District: complete, School level: complete, Root name: partial"
1595,71881,kulamashtajana u ma vi,kailash bhawani ma vi,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1478,11192,khajuragachi ma vi,chulachuli ma vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1479,15325,harihara ni ma via vi,santi a via,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1482,73281,amaraghatti ni ma via vi,rajhupati pravi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1485,11598,hamphavu~na pra vi,gahunbari pra vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1617,365,shri malapura ma vi,adarsha ma vi bharatpur,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1486,11085,majadura kisana ma vi,chandra kamal ma vi,sunsari,sunsari,2.0,"District: complete, School level: complete, Root name: partial"
1613,573,bararusha ni ma via vi,adarsha vidya ashram english boarding vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1494,2205,i hi su jija ma vi,a ni ma vi inarwa,saptari,saptari,2.0,"District: complete, School level: complete, Root name: partial"
1499,3199,chandeshvari ni ma via vi,angels world ma boarding vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1606,32476,ichcha kamana ra pra vi,ichha kamana pra vi sotagaun,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1501,31508,dakshinakali rashtiya pra vi,dakshinkalika pra vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1604,738,aishvarya pra vi,adarsha pra vi,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1502,3846,krrishnanagara ma vi,bhandara ma vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1602,3301,patlechapa pra vi,atisha pra vi,lalitpur,lalitpur,2.0,"District: complete, School level: complete, Root name: partial"
1601,3301,patikochaura pra vi,atisha pra vi,lalitpur,lalitpur,2.0,"District: complete, School level: complete, Root name: partial"
1506,7816,harishachandra ni ma via vi,chandra secondry vi,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1596,3420,bhadrakumari ra a vi,bakullahere ratriya a vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1385,51066,chidhipani ni ma via vi,chidipani public ebs,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1507,13245,shri pra vi,koshi pra vi,sunsari,sunsari,2.0,"District: complete, School level: complete, Root name: partial"
1383,72870,janapriraya ma vivi bajha~na,nanan a vitalkot bajhang,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1765,15260,simhadevi ni ma via vi,samata vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1279,5543,valajyoti pra vipallikota gulmi,baljyoti balbikas kendra,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1281,355,dakshina kalika rashtiya a vi,adarsha a vi laymdar,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1282,32661,janajivna ma vi,jana daya ma vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1284,1495,pamchakanya ni ma via vi,balmakar sendary vi,tehrathum,tehrathum,2.0,"District: complete, School level: complete, Root name: partial"
1288,566,runkhadaha ma vi,adarsha ma vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1767,2102,ramapura u ma vi,a vi rampura,siraha,doti,2.0,"District: no match, School level: no match, Root name: complete"
1766,62432,pa~nchashila a vi,panchala ma vi,jajarkot,doti,2.0,"District: no match, School level: no match, Root name: complete"
1241,55208,svora pra vi,shiva pra vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1778,1546,ni ma via vi,barju lake ideal vi,sunsari,sunsari,2.0,"District: complete, School level: complete, Root name: partial"
1764,1157,tamoranadi ni ma via vi,ambassador english boarding vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1295,713,malika ni ma via vi,aama home vi,kailali,kailali,2.0,"District: complete, School level: complete, Root name: partial"
1232,15260,shanti ni ma via vi,samata vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1760,31321,maha.nkaleshvara a vi,chandeshwori a vi,bhaktapur,bhaktapur,2.0,"District: complete, School level: complete, Root name: partial"
1813,122,shanti ni ma via vi,aaruni english boarding vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1299,789,mahonapala pra vi,ananda pra vi,kailali,kailali,2.0,"District: complete, School level: complete, Root name: partial"
1757,333,sirutara ni ma via vi,aastha mahila vi,bhaktapur,bhaktapur,2.0,"District: complete, School level: complete, Root name: partial"
1277,789,navanivana pra vi,ananda pra vi,kailali,kailali,2.0,"District: complete, School level: complete, Root name: partial"
1268,1119,vipipra vi,ali public vi,sunsari,sunsari,2.0,"District: complete, School level: complete, Root name: partial"
1755,1757,bhimeshvara ma vi,bhimeshwari a vi,dhankuta,kavrepalanchok,2.0,"District: no match, School level: no match, Root name: complete"
1791,11243,saurenida.nda.n pra vi,danda pra vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1803,11709,j~nanodaya ma vi,gnyanodaya pra vi,sankhuwasabha,sunsari,2.0,"District: no match, School level: no match, Root name: complete"
1255,11057,simheshvari a vi,chandeshwari a vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1249,7204,balavikasa ni ma via vi,bal bikash a via,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1798,3303,balabikasa samaja pra vi,atma bikash pra vi,kathmandu,kathmandu,2.0,"District: complete, School level: complete, Root name: partial"
1258,51430,sarasvati pra viudina gulmi,gahatera basic pra vil,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1795,1181,kalisthana upra vi,anarmani a via,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1792,120,mahendra ni ma via vi,aarambha vidya mandir,sunsari,sunsari,2.0,"District: complete, School level: complete, Root name: partial"
1807,15325,mevaraja ni ma via vi,santi a via,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1554,1120,kalika ni ma via vi,allied english vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1808,32753,balamandira ra pra vi,jana priya pra vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1790,3418,ni ma via vi,baken bal batika vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1789,13370,lakshmi a vi,laxmi a vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1788,15260,simhadevi ni ma via vi,samata vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1265,7381,manteshvari ma vi,bhagabateshwar ma vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1786,3265,shri sunakanya a vi,arunodaya a vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1266,13347,lakshmi rashtiya pra vi,lamitar pra vi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
1300,7903,rashtirraya ni ma via vi,dakshya internation vi,kailali,kailali,2.0,"District: complete, School level: complete, Root name: partial"
1754,34116,somali~nageshvara a vi,manohara a vi,bhaktapur,bhaktapur,2.0,"District: complete, School level: complete, Root name: partial"
1331,72311,maitivavana pra vi,kul mastajan pra vi,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1305,54674,ghorle ma vi,riyale ma vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1335,31525,chunidevi shikshamandira ni ma via vi,dav sushil kedia vishwa bharati vi,lalitpur,lalitpur,2.0,"District: complete, School level: complete, Root name: partial"
1341,51382,nepala ni ma via vi,elite english boarding vi,nawalparasi,nawalparasi,2.0,"District: complete, School level: complete, Root name: partial"
1343,3846,gu~njanagara ma vi,bhandara ma vi,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1344,7204,ghari ni ma via vi,bal bikash a via,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1817,16700,siva.n ma vi,sinam ma vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1346,3374,badha bhairava pra vi,bagh batsala pra vi,makwanpur,makwanpur,2.0,"District: complete, School level: complete, Root name: partial"
1352,7734,madana ashrita samjhana a vi,bp a vi parashuram ampani,dadeldhura,dadeldhura,2.0,"District: complete, School level: complete, Root name: partial"
1356,7990,edeveshvari ni ma via vi,dhailpur bal shiksha via,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1225,15325,thotne ni ma via vi,santi a via,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1707,51100,dadavana pra vi,dadra pra vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1366,7335,vasudevi u ma vi,basudevi ma vi raghunagar,kailali,kailali,2.0,"District: complete, School level: complete, Root name: partial"
1821,3709,chitrasena ra a vi,a vi ratnapur seruwa,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
1704,35545,salabasa u ma vi,salbas ma vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1703,31355,bhubaneshvari pra ni ma via vi,chandra devia vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1702,51916,thaksipokhara ma vi,jamal pokhara ma vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1370,7204,satya ni ma via vi,bal bikash a via,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1221,120,bhadagaum ni ma via vi,aarambha vidya mandir,sunsari,sunsari,2.0,"District: complete, School level: complete, Root name: partial"
1334,7204,bhumeshvari ni ma via vi,bal bikash a via,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1252,35563,shramika bala vij~nana ni ma via vi,samarpan mahila vi,lalitpur,lalitpur,2.0,"District: complete, School level: complete, Root name: partial"
1330,287,padama pura pra vi,a vi padampur,siraha,bajhang,2.0,"District: no match, School level: no match, Root name: complete"
1731,3759,nrrisheshvara a vi,beni shiksha sadan a vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1750,52799,krrishna nagara a vi,krishna narayan pra vi,gulmi,doti,2.0,"District: no match, School level: no match, Root name: complete"
1314,3453,balamukunda ni ma via vi,bal chautara vi,lalitpur,lalitpur,2.0,"District: complete, School level: complete, Root name: partial"
1317,52883,lakshmi pra vi,laxmi pra vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1745,122,janajyoti ni ma via vi,aaruni english boarding vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
1742,7314,barchauna u ma vi,barchhain ma vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1320,7564,chakreshvara pra vi,bheshma pra vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1740,34332,rupi~nathulidihi pra ni ma via vi,namuna baudhik apangata a bisesh vi,dhading,dhading,2.0,"District: complete, School level: complete, Root name: partial"
1321,51322,sauneyubha pra vi,dobhan purbha pra vi,gulmi,gulmi,2.0,"District: complete, School level: complete, Root name: partial"
1738,333,ganosha ni ma via vi,aastha mahila vi,bhaktapur,bhaktapur,2.0,"District: complete, School level: complete, Root name: partial"
1324,71441,shri kailada pra vi,himalaya pra vi,bajhang,bajhang,2.0,"District: complete, School level: complete, Root name: partial"
1736,7564,ghanteshvara pra vi,bheshma pra vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
1735,179,pra vi,a vi,sunsari,ilam,2.0,"District: no match, School level: no match, Root name: complete"
1326,31335,shri gochandeshvari pra vi,chandevi pra vi,lalitpur,lalitpur,2.0,"District: complete, School level: complete, Root name: partial"
1732,11020,suru~navima pra vi,burumkhim pra vi,taplejung,taplejung,2.0,"District: complete, School level: complete, Root name: partial"
1641,4948,dedhagau.n ma vi,dedhgaun ma vi dedhgaun,nawalpur,nawalparasi,1.6,"District: partial, School level: complete, Root name: partial"
1816,11167,vipi a vi,chipling a vi,okhaldhunga,sunsari,1.5,"District: no match, School level: complete, Root name: partial"
1800,1175,ova~na pra vi,ananda pra vi,morang,dhading,1.5,"District: no match, School level: complete, Root name: partial"
1761,1357,upayogi pra vi,bal jyoti pra vi,jhapa,bhaktapur,1.5,"District: no match, School level: complete, Root name: partial"
