school_id	school_transliterated	school_1_transliterated	School_level_transliterated	School_name_transliterated	Location_transliterated	Potential_district_transliterated	Location_1_transliterated
14676	janata prathamika vidhalaya, naya.nbajara sundarapura -6 sarlahi	janata pravi naya.nbajara sundarapura sarlahi	pravi	janata	naya.nbajara sundarapura sarlahi	sarlahi	naya.nbajara sundarapura
14677	virendra madhyamika vidhalaya, khillatapura da~na	virendra mavi khillatapura da~na	mavi	virendra	khillatapura da~na	da~na	khillatapura
14678	shiva prathamika vidyalaya simaratipokhari, da~na	shiva pravi simaratipokhari da~na	pravi	shiva	simaratipokhari da~na	da~na	simaratipokhari
14679	rameshvari nihmahvih, bajura	rameshvari nimavi bajura	nimavi	rameshvari	bajura	bajura	
14680	shri sa ma vi, siraha	shri sa mavi siraha	mavi	shri sa	siraha	siraha	
14681	adharabhuta vidyalaya, jamuniya kavilasi na॰pa॰, sarlahi	avi jamuniya kavilasi na pa sarlahi	avi	avi	jamuniya kavilasi na pa sarlahi	sarlahi	jamuniya kavilasi na pa
14682	nepala rashtriya adharabhuta vidyalaya, surkheta	nepala rashtriya avi surkheta	avi	nepala rashtriya	surkheta	surkheta	
14683	ne ra pra vi, simalagaura	ne ra pravi simalagaura	pravi	ne ra	simalagaura	simalagaura	
14684	bauddhadhama uchcha madhyamika vidhalaya ilama	bauddhadhama mavi vi ilama	mavi	bauddhadhama	vi ilama	ilama	vi
14685	lakshmi ma vi, dolakha	lakshmi mavi dolakha	mavi	lakshmi	dolakha	dolakha	
14686	simle pra॰vi॰, ilama	simle pravi ilama	pravi	simle	ilama	ilama	
14687	vindhyavasini pra vi, dolakha	vindhyavasini pravi dolakha	pravi	vindhyavasini	dolakha	dolakha	
14688	pra॰vi॰ dumadumakhairi, da~na	pravi dumadumakhairi da~na	pravi	pravi	dumadumakhairi da~na	da~na	dumadumakhairi
14689	dudhapokhari ni ma vi, dolakha	dudhapokhari nimavi dolakha	nimavi	dudhapokhari	dolakha	dolakha	
14690	buddha madhyamika vidyalaya, shantinagara, da~na	buddha mavi shantinagara da~na	mavi	buddha	shantinagara da~na	da~na	shantinagara
14691	kallabari madhyamika vidyalaya, dolakha	kallabari mavi dolakha	mavi	kallabari	dolakha	dolakha	
14692	simte nimna madhyamika vidyalaya, dolakha	simte nimavi dolakha	nimavi	simte	dolakha	dolakha	
14693	sa~ngarumba u॰ madhyamika vidhalaya	sa~ngarumba mavi	mavi	sa~ngarumba			
14694	janajagrriti prathamika vidhalaya, koirale da~na	janajagrriti pravi koirale da~na	pravi	janajagrriti	koirale da~na	da~na	koirale
14695	rajje pra॰vi, da~na	rajje pravi da~na	pravi	rajje	da~na	da~na	
14696	narayanai pra vi, dolakha	narayanai pravi dolakha	pravi	narayanai	dolakha	dolakha	
14697	deurali pra vi hila, dolakha	deurali pravi hila dolakha	pravi	deurali	hila dolakha	dolakha	hila
14698	sarsepu adharabhuta vidyalaya gaurishamkara, dolakha	sarsepu avi gaurishamkara dolakha	avi	sarsepu	gaurishamkara dolakha	dolakha	gaurishamkara
14699	shyamvala ma॰vi॰, ilama	shyamvala mavi ilama	mavi	shyamvala	ilama	ilama	
14700	vishnau pra vi, dolakha	vishnau pravi dolakha	pravi	vishnau	dolakha	dolakha	
14701	bhiramuni pra vi, dolakha	bhiramuni pravi dolakha	pravi	bhiramuni	dolakha	dolakha	
14702	thadideula~na prathamika vidyalaya, lamavagara, thadi, dolakha	thadideula~na pravi lamavagara thadi dolakha	pravi	thadideula~na	lamavagara thadi dolakha	dolakha	lamavagara thadi
14703	adharabhuta vidyalaya bhokraha narasimha, sunasari	avi bhokraha narasimha sunasari	avi	avi	bhokraha narasimha sunasari	sunasari	bhokraha narasimha
14704	janata adharabhuta vidyalaya nainadavara, saptari	janata avi nainadavara saptari	avi	janata	nainadavara saptari	saptari	nainadavara
14705	janajyoti madhyamika vidyalaya, dolakha	janajyoti mavi dolakha	mavi	janajyoti	dolakha	dolakha	
14706	gaurishamkara pra vi, dolakha	gaurishamkara pravi dolakha	pravi	gaurishamkara	dolakha	dolakha	
14707	ni ma vi, dolakha	nimavi dolakha	nimavi	nimavi	dolakha	dolakha	
14708	deurali adharabhuta vidyalaya jiri na॰pa॰, dolakha	deurali avi jiri na pa dolakha	avi	deurali	jiri na pa dolakha	dolakha	jiri na pa
14709	visuntola prathamika vidyalaya, visuntola, dolakha	visuntola pravi visuntola dolakha	pravi	visuntola	visuntola dolakha	dolakha	visuntola
14710	haleshvara ni ma vi, dolakha	haleshvara nimavi dolakha	nimavi	haleshvara	dolakha	dolakha	
14711	chanaaite adharabhuta vidyalaya, daelakha	chanaaite avi daelakha	avi	chanaaite	daelakha	daelakha	
14712	useti devi pra vi, dolakha	useti devi pravi dolakha	pravi	useti devi	dolakha	dolakha	
14713	jalapadevi prathamika vidyalaya suru~ngi dhanakuta	jalapadevi pravi suru~ngi dhanakuta	pravi	jalapadevi	suru~ngi dhanakuta	dhanakuta	suru~ngi
14714	bhagavati prathamika vidhalaya, phalametara	bhagavati pravi phalametara	pravi	bhagavati	phalametara	phalametara	
14715	yavo prathamika vidyalaya, yavo, dolakha	yavo pravi yavo dolakha	pravi	yavo	yavo dolakha	dolakha	yavo
14716	janaseva prathamika vidyalaya, dhanakuta	janaseva pravi dhanakuta	pravi	janaseva	dhanakuta	dhanakuta	
14717	bodhe prathamika vidyalaya dhanakuta	bodhe pravi dhanakuta	pravi	bodhe	dhanakuta	dhanakuta	
14718	pra bi rajapura tulasi, rautahata	pravi rajapura tulasi rautahata	pravi	pravi	rajapura tulasi rautahata	rautahata	rajapura tulasi
14719	madhyamika vidyalaya rajapura tulasi yamunamai ga॰pa॰, rautahata	mavi rajapura tulasi yamunamai ga pa rautahata	mavi	mavi	rajapura tulasi yamunamai ga pa rautahata	rautahata	rajapura tulasi yamunamai ga pa
14720	janajyoti adharabhuta vidyalaya tamakoshi ga॰pa॰, dolakha	janajyoti avi tamakoshi ga pa dolakha	avi	janajyoti	tamakoshi ga pa dolakha	dolakha	tamakoshi ga pa
14721	bhimendra adharabhuta vidyalaya melu~na ga॰pa॰, dolakha	bhimendra avi melu~na ga pa dolakha	avi	bhimendra	melu~na ga pa dolakha	dolakha	melu~na ga pa
14722	khakaleshvari pra॰vi॰ namdu, dolakha	khakaleshvari pravi namdu dolakha	pravi	khakaleshvari	namdu dolakha	dolakha	namdu
14723	ramaveni adharabhuta vidyalaya, murtidhu~nga, dhanakuta	ramaveni avi murtidhu~nga dhanakuta	avi	ramaveni	murtidhu~nga dhanakuta	dhanakuta	murtidhu~nga
14724	prabhata madhyamika vidhalaya, thanakota, kathamadaum	prabhata mavi thanakota kathamadaum	mavi	prabhata	thanakota kathamadaum	kathamadaum	thanakota
14725	ra prathamika vidyalaya, budheva, saptari	ra pravi budheva saptari	pravi	ra	budheva saptari	saptari	budheva
14726	viharilala ma॰bho॰ka॰ra॰ prathamika vidhalaya, saptari	viharilala ma bho ka ra pravi saptari	pravi	viharilala ma bho ka ra	saptari	saptari	
14727	mahajanajyoti pra vi, dhanakuta	mahajanajyoti pravi dhanakuta	pravi	mahajanajyoti	dhanakuta	dhanakuta	
14728	chatreshvari pra॰ vi॰, samkhuvasabha	chatreshvari pravi samkhuvasabha	pravi	chatreshvari	samkhuvasabha	samkhuvasabha	
14729	nageshvara ni ma bi, dhanakuta	nageshvara nimavi dhanakuta	nimavi	nageshvara	dhanakuta	dhanakuta	
14730	uchcha madhyamika vidhalaya, mareka katahare dhanakuta	mavi vi mareka katahare dhanakuta	mavi	mavi	vi mareka katahare dhanakuta	dhanakuta	vi mareka katahare
14731	vidhopajarna adharabhuta vidyalaya, nuvakota	vidhopajarna avi nuvakota	avi	vidhopajarna	nuvakota	nuvakota	
14732	janata prathamika vidhalaya, viratanagara mora~na	janata pravi viratanagara mora~na	pravi	janata	viratanagara mora~na	mora~na	viratanagara
14733	keshava smaraka janata madhyamika vidyalaya, saptari	keshava smaraka janata mavi saptari	mavi	keshava smaraka janata	saptari	saptari	
14734	pa~nchavati adharabhuta vidyalaya, triyuga na॰pa॰, udayapura	pa~nchavati avi triyuga na pa udayapura	avi	pa~nchavati	triyuga na pa udayapura	udayapura	triyuga na pa
14735	surke madhyamika vidyalaya bhimeshvara, dolakha	surke mavi bhimeshvara dolakha	mavi	surke	bhimeshvara dolakha	dolakha	bhimeshvara
14736	munamadana॰ pra॰vi, saptena, dhanakuta	munamadana pravi saptena dhanakuta	pravi	munamadana	saptena dhanakuta	dhanakuta	saptena
14737	simhadevi prathamika vidyalaya, chauvise ga॰pa॰, dhanakuta	simhadevi pravi chauvise ga pa dhanakuta	pravi	simhadevi	chauvise ga pa dhanakuta	dhanakuta	chauvise ga pa
14738	gupti gamga prathamika vidhalaya ahale	gupti gamga pravi ahale	pravi	gupti gamga	ahale	ahale	
14739	sa.nkhu pra vi, kathamadaum	sa.nkhu pravi kathamadaum	pravi	sa.nkhu	kathamadaum	kathamadaum	
14740	champaka vinayaka adharabhuta vidyalaya, kageshvari manohara na॰pa॰, kathamadaum	champaka vinayaka avi kageshvari manohara na pa kathamadaum	avi	champaka vinayaka	kageshvari manohara na pa kathamadaum	kathamadaum	kageshvari manohara na pa
14741	kedareshvara pra bi, kailali	kedareshvara pravi kailali	pravi	kedareshvara	kailali	kailali	
14742	janata rashtriya adharabhuta vidyalaya visanapura, mahottari	janata rashtriya avi visanapura mahottari	avi	janata rashtriya	visanapura mahottari	mahottari	visanapura
14743	salle॰ pra ॰vi, dhanakuta	salle pravi dhanakuta	pravi	salle	dhanakuta	dhanakuta	
14744	janata rashtriya adharabhuta vidyalaya, dhanakuta	janata rashtriya avi dhanakuta	avi	janata rashtriya	dhanakuta	dhanakuta	
14745	janaseva॰ pra॰vi, mahabharata dhanakuta	janaseva pravi mahabharata dhanakuta	pravi	janaseva	mahabharata dhanakuta	dhanakuta	mahabharata
14746	jalapadevi nimna madhyamika vidhalaya, mulagau.n	jalapadevi nimavi mulagau.n	nimavi	jalapadevi	mulagau.n	mulagau.n	
14747	janata॰ pra ॰vi, dhanakuta, tamkhuva	janata pravi dhanakuta tamkhuva	pravi	janata	dhanakuta tamkhuva	tamkhuva	dhanakuta
14748	janata prathamika vidyalaya, matimbu, dhanakuta	janata pravi matimbu dhanakuta	pravi	janata	matimbu dhanakuta	dhanakuta	matimbu
14749	janata madhyamika vidyalaya, madhuvana, sunasari	janata mavi madhuvana sunasari	mavi	janata	madhuvana sunasari	sunasari	madhuvana
14750	janashiksha sadana prathamika vidhalaya, rajarani	janashiksha sadana pravi rajarani	pravi	janashiksha sadana	rajarani	rajarani	
14751	punya madhyamika vidyalaya, rajarani dhanakuta	punya mavi rajarani dhanakuta	mavi	punya	rajarani dhanakuta	dhanakuta	rajarani
14752	ma~ngala madhyamika vidyalaya, kathamadaaum	ma~ngala mavi kathamadaaum	mavi	ma~ngala	kathamadaaum	kathamadaaum	
14753	garagachi prathamika vidyalaya chauvise ga॰pa॰, dhanakuta	garagachi pravi chauvise ga pa dhanakuta	pravi	garagachi	chauvise ga pa dhanakuta	dhanakuta	chauvise ga pa
14754	jalakanya madhyamika vidyalaya, khuvaphoka, dhanakuta	jalakanya mavi khuvaphoka dhanakuta	mavi	jalakanya	khuvaphoka dhanakuta	dhanakuta	khuvaphoka
14755	ganesha madhyamika vidhalaya, kathamadaum	ganesha mavi kathamadaum	mavi	ganesha	kathamadaum	kathamadaum	
14756	ananda bhairava ni ma vi, kathamadaum	ananda bhairava nimavi kathamadaum	nimavi	ananda bhairava	kathamadaum	kathamadaum	
14757	kalika nimna madhyamika vidhalaya, chapali doti	kalika nimavi chapali doti	nimavi	kalika	chapali doti	doti	chapali
14758	satyanarayana uchcha madhyamika vidhalaya mora~na	satyanarayana mavi vi mora~na	mavi	satyanarayana	vi mora~na	mora~na	vi
14759	maladevi pra॰ vi॰, samkhuvasabha	maladevi pravi samkhuvasabha	pravi	maladevi	samkhuvasabha	samkhuvasabha	
14760	golakhadi madhyamika vidyalaya, sa.ngurigadhi, dhanakuta	golakhadi mavi sa.ngurigadhi dhanakuta	mavi	golakhadi	sa.ngurigadhi dhanakuta	dhanakuta	sa.ngurigadhi
14761	annapurna madhyamika vidyalaya, pakhrivasa, dhanakuta	annapurna mavi pakhrivasa dhanakuta	mavi	annapurna	pakhrivasa dhanakuta	dhanakuta	pakhrivasa
14762	maniachuda pra vi, kathamadaum	maniachuda pravi kathamadaum	pravi	maniachuda	kathamadaum	kathamadaum	
14763	adharabhuta vidyalaya, shripura, koshiga॰pa॰, sunasari	avi shripura koshiga pa sunasari	avi	avi	shripura koshiga pa sunasari	sunasari	shripura koshiga pa
14764	hari sidhi pra vi, gorakha	hari sidhi pravi gorakha	pravi	hari sidhi	gorakha	gorakha	
14765	sataleri nimna madhyamika vidhalaya dhanakuta	sataleri nimavi dhanakuta	nimavi	sataleri	dhanakuta	dhanakuta	
14766	rama uchcha madhyamika vidyalaya, murtidhu~nga, ganeshatara, dhanakuta	rama mavi vi murtidhu~nga ganeshatara dhanakuta	mavi	rama	vi murtidhu~nga ganeshatara dhanakuta	dhanakuta	vi murtidhu~nga ganeshatara
14767	budhanilakantha madhyamika vidyalaya, budhanilakantha, kathamadaum	budhanilakantha mavi budhanilakantha kathamadaum	mavi	budhanilakantha	budhanilakantha kathamadaum	kathamadaum	budhanilakantha
14768	sarasvati ni॰ma॰vi, tamkhuva, dhanakuta	sarasvati nimavi tamkhuva dhanakuta	nimavi	sarasvati	tamkhuva dhanakuta	dhanakuta	tamkhuva
14769	jivana jyoti prathamika vidyalaya chauvise, dhanakuta	jivana jyoti pravi chauvise dhanakuta	pravi	jivana jyoti	chauvise dhanakuta	dhanakuta	chauvise
14770	vi pi adharabhuta vidyalaya, solukhumbu	vi pi avi solukhumbu	avi	vi pi	solukhumbu	solukhumbu	
14771	virendra pra vi, dolakha	virendra pravi dolakha	pravi	virendra	dolakha	dolakha	
14772	j~nanodaya pra vi, kathamadaum	j~nanodaya pravi kathamadaum	pravi	j~nanodaya	kathamadaum	kathamadaum	
14773	kalidevi u॰ madhyamika vidhalaya, kabhresthali kathamadaum	kalidevi mavi kabhresthali kathamadaum	mavi	kalidevi	kabhresthali kathamadaum	kathamadaum	kabhresthali
14774	pokharichaura prathamika vidhalaya, kathamadaum	pokharichaura pravi kathamadaum	pravi	pokharichaura	kathamadaum	kathamadaum	
14775	ugratara madhyamika vidyalaya, kathamadaaim	ugratara mavi kathamadaaim	mavi	ugratara	kathamadaaim	kathamadaaim	
14776	ugratara madhyamika vidhalaya, bajrayogini kathamadaum	ugratara mavi bajrayogini kathamadaum	mavi	ugratara	bajrayogini kathamadaum	kathamadaum	bajrayogini
14777	denama prathamika vidhalaya, cheskama -3 solukhumbu	denama pravi cheskama solukhumbu	pravi	denama	cheskama solukhumbu	solukhumbu	cheskama
14778	ku~nchipvakala, madhyamika vidyalaya, kathamadaum |	ku~nchipvakala mavi kathamadaum	mavi	ku~nchipvakala	kathamadaum	kathamadaum	
14779	nepala rashtiraya ni॰ma॰vi॰ratanapuri, bara	nepala rashtiraya nimavi ratanapuri bara	nimavi	nepala rashtiraya	ratanapuri bara	bara	ratanapuri
14780	ne॰ra॰ madhyamika vidhalaya phatepura, bara	ne ra mavi phatepura bara	mavi	ne ra	phatepura bara	bara	phatepura
14781	nepala rashtriya adharabhuta vidyalaya, baladhusava, pacharaaitana॰pa॰, bara	nepala rashtriya avi baladhusava pacharaaitana pa bara	avi	nepala rashtriya	baladhusava pacharaaitana pa bara	bara	baladhusava pacharaaitana pa
14782	nepala rashtriya prathamika vidyalaya jamuniya mahenadra adarsha, bara	nepala rashtriya pravi jamuniya mahenadra adarsha bara	pravi	nepala rashtriya	jamuniya mahenadra adarsha bara	bara	jamuniya mahenadra adarsha
14783	kamkali madhyamika vidyalaya simraunagadha, bara	kamkali mavi simraunagadha bara	mavi	kamkali	simraunagadha bara	bara	simraunagadha
14784	nepala rashtiya prathamika vidyalaya hardiya, bara	nepala rashtiya pravi hardiya bara	pravi	nepala rashtiya	hardiya bara	bara	hardiya
14785	ne॰ra॰ prathamika vidhalaya solakapura, kavahi, bara	ne ra pravi solakapura kavahi bara	pravi	ne ra	solakapura kavahi bara	bara	solakapura kavahi
14786	lali gura.nsa prathamika vidhalaya, kavahi jabdi bara	lali gura.nsa pravi kavahi jabdi bara	pravi	lali gura.nsa	kavahi jabdi bara	bara	kavahi jabdi
14787	rama charitra madhyamika vidyalaya, bara	rama charitra mavi bara	mavi	rama charitra	bara	bara	
14788	gambhira brajakishora madhyamika vidyalaya, bara	gambhira brajakishora mavi bara	mavi	gambhira brajakishora	bara	bara	
14789	nepala rashtriya adharabhuta vidyalaya adarsha kotavala ga॰pa॰, bara	nepala rashtriya avi adarsha kotavala ga pa bara	avi	nepala rashtriya	adarsha kotavala ga pa bara	bara	adarsha kotavala ga pa
14790	nepala rashtiraya pra॰vi॰simara vajani, bara	nepala rashtiraya pravi simara vajani bara	pravi	nepala rashtiraya	simara vajani bara	bara	simara vajani
14791	basala devi ni ma, imakavanapura	basala devi nimavimakavanapura	nimavi	basala devi	makavanapura	makavanapura	
14792	jana kanya pra vi॰, makavanapura	jana kanya pravi makavanapura	pravi	jana kanya	makavanapura	makavanapura	
14793	prathamika vidyalaya charimara makavanapura	pravi charimara makavanapura	pravi	pravi	charimara makavanapura	makavanapura	charimara
14794	sarasvati nepala rashtiya u॰ madhyamika vidyalaya, inarvasira, bara	sarasvati nepala rashtiya mavi inarvasira bara	mavi	sarasvati nepala rashtiya	inarvasira bara	bara	inarvasira
14795	nepala rashtiya madhyamika vidhalaya, motisara bara	nepala rashtiya mavi motisara bara	mavi	nepala rashtiya	motisara bara	bara	motisara
14796	vi pi ma vi, solukhumbu	vipi mavi solukhumbu	mavi	vipi	solukhumbu	solukhumbu	
14797	maha.nkala prathamika vidyalaya damana, makavanapura	maha.nkala pravi damana makavanapura	pravi	maha.nkala	damana makavanapura	makavanapura	damana
14798	lilakali madhyamika vidhalaya bhumesthana dhadi~na	lilakali mavi bhumesthana dhadi~na	mavi	lilakali	bhumesthana dhadi~na	dhadi~na	bhumesthana
14799	buddha madhyamika vidyalaya, gorakha	buddha mavi gorakha	mavi	buddha	gorakha	gorakha	
14800	karnali madhyamika vidyalaya, topla, mugu	karnali mavi topla mugu	mavi	karnali	topla mugu	mugu	topla
14801	nirmala pra, imakavanapura	nirmala pravimakavanapura	pravi	nirmala	makavanapura	makavanapura	
14802	chakrakali prathamika vidyalaya, makavanapura	chakrakali pravi makavanapura	pravi	chakrakali	makavanapura	makavanapura	
14803	balajyoti madhyamika vidyalaya piple, hetauda, makavanapura	balajyoti mavi piple hetauda makavanapura	mavi	balajyoti	piple hetauda makavanapura	makavanapura	piple hetauda
14804	janata nimna madhyamika vidyalaya, bhagavatapura, saptari	janata nimavi bhagavatapura saptari	nimavi	janata	bhagavatapura saptari	saptari	bhagavatapura
14805	madani ni ma vi, jhapa	madani nimavi jhapa	nimavi	madani	jhapa	jhapa	
14806	shishakhola adharabhuta vidyalaya, solukhumbu	shishakhola avi solukhumbu	avi	shishakhola	solukhumbu	solukhumbu	
14807	dhigelni devi adharabhuta vidyalaya, kalikota	dhigelni devi avi kalikota	avi	dhigelni devi	kalikota	kalikota	
14808	shanti madhyamika vidyalaya ratimata, malkota, kalikota	shanti mavi ratimata malkota kalikota	mavi	shanti	ratimata malkota kalikota	kalikota	ratimata malkota
14809	nandadeva pra vi, kalikota	nandadeva pravi kalikota	pravi	nandadeva	kalikota	kalikota	
14810	shrrri~neshvara tapobhumi prathamika vidhalaya, gulmi	shrrri~neshvara tapobhumi pravi gulmi	pravi	shrrri~neshvara tapobhumi	gulmi	gulmi	
14811	bhanu madhyamika vidhalaya, ilama	bhanu mavi ilama	mavi	bhanu	ilama	ilama	
14812	jagrriti adharabhuta vidyalaya, viratanagara, mora~na	jagrriti avi viratanagara mora~na	avi	jagrriti	viratanagara mora~na	mora~na	viratanagara
14813	shri॰ sa na ma vi, siraha	shri sa na mavi siraha	mavi	shri sa na	siraha	siraha	
14814	girvana sarasvati samskrrita tatha sadharana u॰ madhyamika vidhalaya, rupandehi	girvana sarasvati samskrrita tatha sadharana mavi rupandehi	mavi	girvana sarasvati samskrrita tatha sadharana	rupandehi	rupandehi	
14815	prathamika vidyalaya kiteni, thaha nagarapalika, makavanapura	pravi kiteni thaha nagarapalika makavanapura	pravi	pravi	kiteni thaha nagarapalika makavanapura	makavanapura	kiteni thaha nagarapalika
14816	bhuranadevi u॰ madhyamika vidhalaya, makavanapura	bhuranadevi mavi makavanapura	mavi	bhuranadevi	makavanapura	makavanapura	
14817	setiganesha adharabhuta vidyalaya, thaha nagarapalika, makavanapura	setiganesha avi thaha nagarapalika makavanapura	avi	setiganesha	thaha nagarapalika makavanapura	makavanapura	thaha nagarapalika
14818	janata madhyamika vidyalaya guru~nachauri, udayapura	janata mavi guru~nachauri udayapura	mavi	janata	guru~nachauri udayapura	udayapura	guru~nachauri
14819	dhanemshvara prathamika vidyalaya hariharapuragadhi, sindhuli	dhanemshvara pravi hariharapuragadhi sindhuli	pravi	dhanemshvara	hariharapuragadhi sindhuli	sindhuli	hariharapuragadhi
14820	domana rani vasa ma vi, sindhuli	domana rani vasa mavi sindhuli	mavi	domana rani vasa	sindhuli	sindhuli	
14821	rashtriya ni ma vi, makavanapura	rashtriya nimavi makavanapura	nimavi	rashtriya	makavanapura	makavanapura	
14822	sunachuri chureda.nda prathamika vidyalaya, makavanapura	sunachuri chureda.nda pravi makavanapura	pravi	sunachuri chureda.nda	makavanapura	makavanapura	
14823	ma॰vi shrigau.n, da~na	mavi shrigau.n da~na	mavi	mavi	shrigau.n da~na	da~na	shrigau.n
14824	pra॰vi॰ balakhuti, da~na	pravi balakhuti da~na	pravi	pravi	balakhuti da~na	da~na	balakhuti
14825	prastavita ni ma॰ vi॰, makavanapura	prastavita nimavi makavanapura	nimavi	prastavita	makavanapura	makavanapura	
